reviewerID,ReviewTime,Category,Attribute,Score,Reason
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,5,The reviewer states that the socks are still without a hole after a month.
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,5,The reviewer states that the socks are still without a hole after a month.
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,5,The reviewer states that the socks are still without a hole after a month.
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,5,The reviewer states that the socks are still without a hole after a month.
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Others,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Others,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Others,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Others,,
A3DZJL6CSH4CCD,2014-11-07 00:00:00 UTC,Sportswear,Comfort,5,The reviewer states the bra is 'very comfortable'.
A3DZJL6CSH4CCD,2014-11-07 00:00:00 UTC,Sportswear,Design and Aesthetics,3,The reviewer mentions the bra creates separation and lift.
A3DZJL6CSH4CCD,2014-11-07 00:00:00 UTC,Sportswear,Durability and Strength,,
A3DZJL6CSH4CCD,2014-11-07 00:00:00 UTC,Sportswear,Price,,
A3DZJL6CSH4CCD,2014-11-07 00:00:00 UTC,Sportswear,Others,,The reviewer mentions bra fits appropriately
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Comfort,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Comfort,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Comfort,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Comfort,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Others,5,The reviewer loves the bra and says Bali has been making great bras for them.
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Others,5,The reviewer loves the bra and says Bali has been making great bras for them.
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Others,5,The reviewer loves the bra and says Bali has been making great bras for them.
A3GDP6VJYFHJBT,2014-11-07 00:00:00 UTC,Innerwear,Others,5,The reviewer loves the bra and says Bali has been making great bras for them.
A23MG20JMM5ISZ,2014-11-07 00:00:00 UTC,Innerwear,Comfort,5,The reviewer says that the bra is comfortable for our hot humid summer days.
A23MG20JMM5ISZ,2014-11-07 00:00:00 UTC,Innerwear,Design and Aesthetics,5,"The reviewer says this bra not only looks nice, it fits perfectly and looks great under tee shirts."
A23MG20JMM5ISZ,2014-11-07 00:00:00 UTC,Innerwear,Durability and Strength,,
A23MG20JMM5ISZ,2014-11-07 00:00:00 UTC,Innerwear,Price,,
A23MG20JMM5ISZ,2014-11-07 00:00:00 UTC,Innerwear,Others,,The reviewer mentions that the bra stays in place.
A1EVV74UQYVKRY,2014-12-01 00:00:00 UTC,Accessories,Comfort,,
A1EVV74UQYVKRY,2014-12-01 00:00:00 UTC,Accessories,Design and Aesthetics,4,The reviewer says it was really sweet and fun to look at.
A1EVV74UQYVKRY,2014-12-01 00:00:00 UTC,Accessories,Durability and Strength,,
A1EVV74UQYVKRY,2014-12-01 00:00:00 UTC,Accessories,Price,,
A1EVV74UQYVKRY,2014-12-01 00:00:00 UTC,Accessories,Others,,Everything is easy to hold and just grown-up enough to make them feel like this really is their own purse.
AL1SXMFNHW0J5,2014-12-01 00:00:00 UTC,Innerwear,Comfort,5,"The underwire is comfortable, not poking into my sides."
AL1SXMFNHW0J5,2014-12-01 00:00:00 UTC,Innerwear,Design and Aesthetics,4,The bra is smooth and attractive under t shirts.
AL1SXMFNHW0J5,2014-12-01 00:00:00 UTC,Innerwear,Durability and Strength,,
AL1SXMFNHW0J5,2014-12-01 00:00:00 UTC,Innerwear,Price,,
AL1SXMFNHW0J5,2014-12-01 00:00:00 UTC,Innerwear,Others,,The bra provides full figured support.
A3SVS69N5FU11A,2014-12-02 00:00:00 UTC,Accessories,Comfort,,
A3SVS69N5FU11A,2014-12-02 00:00:00 UTC,Accessories,Design and Aesthetics,4,The reviewer says it is nice for any little girl.
A3SVS69N5FU11A,2014-12-02 00:00:00 UTC,Accessories,Durability and Strength,4,The reviewer states the purse is very sturdy.
A3SVS69N5FU11A,2014-12-02 00:00:00 UTC,Accessories,Price,,
A3SVS69N5FU11A,2014-12-02 00:00:00 UTC,Accessories,Others,5,The reviewer states 'I love it'.
A3C5YTECM6E6ZJ,2014-12-03 00:00:00 UTC,Accessories,Comfort,5,I had shoes that were like walking on clouds with the perfect amount of support for my feet.
A3C5YTECM6E6ZJ,2014-12-03 00:00:00 UTC,Accessories,Design and Aesthetics,3,They still look great.
A3C5YTECM6E6ZJ,2014-12-03 00:00:00 UTC,Accessories,Durability and Strength,5,These also made the shoes last a LONG time.
A3C5YTECM6E6ZJ,2014-12-03 00:00:00 UTC,Accessories,Price,5,They are worth every penny.
A3C5YTECM6E6ZJ,2014-12-03 00:00:00 UTC,Accessories,Others,,
A2RO3DC31WU3LY,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2RO3DC31WU3LY,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2RO3DC31WU3LY,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,,
A2RO3DC31WU3LY,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2RO3DC31WU3LY,2014-12-04 00:00:00 UTC,Bottoms,Others,5,Perfect work pants.
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,5,Durable Dickies.
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,5,Durable Dickies.
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,5,Durable Dickies.
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,5,Durable Dickies.
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Others,,My son actually outgrows these before wearing them out!!
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Others,,My son actually outgrows these before wearing them out!!
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Others,,My son actually outgrows these before wearing them out!!
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Others,,My son actually outgrows these before wearing them out!!
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Comfort,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,5,"Durable, well constructed strong material."
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,5,"Durable, well constructed strong material."
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,5,"Durable, well constructed strong material."
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Durability and Strength,5,"Durable, well constructed strong material."
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Price,,
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Others,,Great for heavy duty work. These bibs hold up well and protect their skin from the elements.
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Others,,Great for heavy duty work. These bibs hold up well and protect their skin from the elements.
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Others,,Great for heavy duty work. These bibs hold up well and protect their skin from the elements.
A2CSAUHA37JVM3,2014-12-04 00:00:00 UTC,Bottoms,Others,,Great for heavy duty work. These bibs hold up well and protect their skin from the elements.
A33O49KGQYA5DS,2014-12-05 00:00:00 UTC,Bottoms,Comfort,5,Love the quality of levis jeans and its very comfortable!
A33O49KGQYA5DS,2014-12-05 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A33O49KGQYA5DS,2014-12-05 00:00:00 UTC,Bottoms,Durability and Strength,,
A33O49KGQYA5DS,2014-12-05 00:00:00 UTC,Bottoms,Price,4,They are also of great value as compared to retails outlet!
A33O49KGQYA5DS,2014-12-05 00:00:00 UTC,Bottoms,Others,,
A1BUXI30VSG51W,2014-12-05 00:00:00 UTC,Accessories,Comfort,,
A1BUXI30VSG51W,2014-12-05 00:00:00 UTC,Accessories,Design and Aesthetics,,
A1BUXI30VSG51W,2014-12-05 00:00:00 UTC,Accessories,Durability and Strength,,
A1BUXI30VSG51W,2014-12-05 00:00:00 UTC,Accessories,Price,,
A1BUXI30VSG51W,2014-12-05 00:00:00 UTC,Accessories,Others,,It's large enough yet large enough to hold what I need.
A26W1STWGZ0V8J,2014-10-03 00:00:00 UTC,Accessories,Comfort,,
A26W1STWGZ0V8J,2014-10-03 00:00:00 UTC,Accessories,Design and Aesthetics,4,They are truly beautiful and rich looking.
A26W1STWGZ0V8J,2014-10-03 00:00:00 UTC,Accessories,Durability and Strength,,
A26W1STWGZ0V8J,2014-10-03 00:00:00 UTC,Accessories,Price,,If I had gobs of money I would definitely keep them!
A26W1STWGZ0V8J,2014-10-03 00:00:00 UTC,Accessories,Others,,Mentioned the size and color.
A3QQXTLS5MXL6G,2014-10-03 00:00:00 UTC,Innerwear,Comfort,5,The soft silky feeling of them against my skin was heavenly!
A3QQXTLS5MXL6G,2014-10-03 00:00:00 UTC,Innerwear,Design and Aesthetics,3,They are a very pretty powder blue in color.
A3QQXTLS5MXL6G,2014-10-03 00:00:00 UTC,Innerwear,Durability and Strength,,Well see how they hold up.
A3QQXTLS5MXL6G,2014-10-03 00:00:00 UTC,Innerwear,Price,,"Now that I know how they fit and feel, I would have paid any price for them!"
A3QQXTLS5MXL6G,2014-10-03 00:00:00 UTC,Innerwear,Others,5,They fit like a glove!
A489703T2A5XU,2014-10-03 00:00:00 UTC,Outerwear,Comfort,4,These keep him warm.
A489703T2A5XU,2014-10-03 00:00:00 UTC,Outerwear,Design and Aesthetics,,
A489703T2A5XU,2014-10-03 00:00:00 UTC,Outerwear,Durability and Strength,3,he goes through a pair every two years.
A489703T2A5XU,2014-10-03 00:00:00 UTC,Outerwear,Price,,
A489703T2A5XU,2014-10-03 00:00:00 UTC,Outerwear,Others,,Mentioned Size.
A1EDIHWDJNKMO9,2014-10-04 00:00:00 UTC,Accessories,Comfort,,
A1EDIHWDJNKMO9,2014-10-04 00:00:00 UTC,Accessories,Design and Aesthetics,,
A1EDIHWDJNKMO9,2014-10-04 00:00:00 UTC,Accessories,Durability and Strength,,
A1EDIHWDJNKMO9,2014-10-04 00:00:00 UTC,Accessories,Price,,
A1EDIHWDJNKMO9,2014-10-04 00:00:00 UTC,Accessories,Others,,
A18PT6LY1EBVPI,2014-10-04 00:00:00 UTC,Innerwear,Comfort,5,These underwear are very comfortable.
A18PT6LY1EBVPI,2014-10-04 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A18PT6LY1EBVPI,2014-10-04 00:00:00 UTC,Innerwear,Durability and Strength,,
A18PT6LY1EBVPI,2014-10-04 00:00:00 UTC,Innerwear,Price,,
A18PT6LY1EBVPI,2014-10-04 00:00:00 UTC,Innerwear,Others,4,They wick away sweat so they are beneficial for daily living as well as working out.
A2WQFMRKLLAXEJ,2014-10-05 00:00:00 UTC,Innerwear,Comfort,4,it fits snug but comfy.
A2WQFMRKLLAXEJ,2014-10-05 00:00:00 UTC,Innerwear,Design and Aesthetics,4,"It makes my waist look tiny and smooths my little muffin top, helps make tummy look flatter."
A2WQFMRKLLAXEJ,2014-10-05 00:00:00 UTC,Innerwear,Durability and Strength,,
A2WQFMRKLLAXEJ,2014-10-05 00:00:00 UTC,Innerwear,Price,5,Well worth the $30 I spent.
A2WQFMRKLLAXEJ,2014-10-05 00:00:00 UTC,Innerwear,Others,5,It really works well.
A1V96HSHWE9NHE,2014-10-05 00:00:00 UTC,Innerwear,Comfort,5,this pantyhose is silky.
A1V96HSHWE9NHE,2014-10-05 00:00:00 UTC,Innerwear,Design and Aesthetics,5,Hanes is quickly becoming my go-to brand for beautiful stockings.
A1V96HSHWE9NHE,2014-10-05 00:00:00 UTC,Innerwear,Durability and Strength,4,well-made.
A1V96HSHWE9NHE,2014-10-05 00:00:00 UTC,Innerwear,Price,,
A1V96HSHWE9NHE,2014-10-05 00:00:00 UTC,Innerwear,Others,,
A2MBE9KRPZPCY6,2014-10-06 00:00:00 UTC,Footwear,Comfort,5,glad I did!
A2MBE9KRPZPCY6,2014-10-06 00:00:00 UTC,Footwear,Design and Aesthetics,4,"they are good looking, too!"
A2MBE9KRPZPCY6,2014-10-06 00:00:00 UTC,Footwear,Durability and Strength,,these will be worn out from constant wear.
A2MBE9KRPZPCY6,2014-10-06 00:00:00 UTC,Footwear,Price,,
A2MBE9KRPZPCY6,2014-10-06 00:00:00 UTC,Footwear,Others,1,Seems lately the shoes you get are getting shorter or narrower or just don't fit.
A2TPCUVV4A98H3,2014-10-07 00:00:00 UTC,Innerwear,Comfort,,
A2TPCUVV4A98H3,2014-10-07 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A2TPCUVV4A98H3,2014-10-07 00:00:00 UTC,Innerwear,Durability and Strength,,
A2TPCUVV4A98H3,2014-10-07 00:00:00 UTC,Innerwear,Price,,
A2TPCUVV4A98H3,2014-10-07 00:00:00 UTC,Innerwear,Others,,
A3N1CQV9LJ3PWQ,2014-10-07 00:00:00 UTC,Innerwear,Comfort,,
A3N1CQV9LJ3PWQ,2014-10-07 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A3N1CQV9LJ3PWQ,2014-10-07 00:00:00 UTC,Innerwear,Durability and Strength,,
A3N1CQV9LJ3PWQ,2014-10-07 00:00:00 UTC,Innerwear,Price,,
A3N1CQV9LJ3PWQ,2014-10-07 00:00:00 UTC,Innerwear,Others,,
A2PS16JA81FYY,2014-10-07 00:00:00 UTC,Other,Comfort,,
A2PS16JA81FYY,2014-10-07 00:00:00 UTC,Other,Design and Aesthetics,,
A2PS16JA81FYY,2014-10-07 00:00:00 UTC,Other,Durability and Strength,,
A2PS16JA81FYY,2014-10-07 00:00:00 UTC,Other,Price,,
A2PS16JA81FYY,2014-10-07 00:00:00 UTC,Other,Others,,
A2WU0H9WFQ4XUL,2014-11-01 00:00:00 UTC,Accessories,Comfort,,
A2WU0H9WFQ4XUL,2014-11-01 00:00:00 UTC,Accessories,Design and Aesthetics,,
A2WU0H9WFQ4XUL,2014-11-01 00:00:00 UTC,Accessories,Durability and Strength,5,they really last quite a while.
A2WU0H9WFQ4XUL,2014-11-01 00:00:00 UTC,Accessories,Price,4,The price is right.
A2WU0H9WFQ4XUL,2014-11-01 00:00:00 UTC,Accessories,Others,,
A3TMPOIAAWNZ7I,2014-11-01 00:00:00 UTC,Other,Comfort,4,he loves it though
A3TMPOIAAWNZ7I,2014-11-01 00:00:00 UTC,Other,Design and Aesthetics,,
A3TMPOIAAWNZ7I,2014-11-01 00:00:00 UTC,Other,Durability and Strength,,
A3TMPOIAAWNZ7I,2014-11-01 00:00:00 UTC,Other,Price,,
A3TMPOIAAWNZ7I,2014-11-01 00:00:00 UTC,Other,Others,,
A3VTA8YIKOGY2U,2014-11-01 00:00:00 UTC,Bottoms,Comfort,5,"Is my size, confortable."
A3VTA8YIKOGY2U,2014-11-01 00:00:00 UTC,Bottoms,Design and Aesthetics,,
A3VTA8YIKOGY2U,2014-11-01 00:00:00 UTC,Bottoms,Durability and Strength,,
A3VTA8YIKOGY2U,2014-11-01 00:00:00 UTC,Bottoms,Price,,
A3VTA8YIKOGY2U,2014-11-01 00:00:00 UTC,Bottoms,Others,5,It is fitted so I want.
A21RBL4RXLDU9L,2014-11-02 00:00:00 UTC,Innerwear,Comfort,5,It has lots of cushion and I have had no blisters after wearing them long hours.
A21RBL4RXLDU9L,2014-11-02 00:00:00 UTC,Innerwear,Design and Aesthetics,,
A21RBL4RXLDU9L,2014-11-02 00:00:00 UTC,Innerwear,Durability and Strength,,
A21RBL4RXLDU9L,2014-11-02 00:00:00 UTC,Innerwear,Price,,
A21RBL4RXLDU9L,2014-11-02 00:00:00 UTC,Innerwear,Others,3,"This sock fits my foot well, but is not as binding as other Experian type Thorlos I have worn."
A25JBF00DKOLPV,2014-11-02 00:00:00 UTC,Innerwear,Comfort,3,is actually kind of comfy.
A25JBF00DKOLPV,2014-11-02 00:00:00 UTC,Innerwear,Design and Aesthetics,,Hidden under my dress.
A25JBF00DKOLPV,2014-11-02 00:00:00 UTC,Innerwear,Durability and Strength,,
